IDCliente,Edad,Género,Ingresos,ScoreCrediticio,Transacciones,PagosAtrasados,DeudaEnOtrosBancos,MontoDePagoDeDeudasMensuales,MontoDePagoMensualEnTarjetaCredito,EstabilidadLaboralEnAnos,ViveEnZonaRiesgosa,SeAtrasoMasDeUnaVez
1351,18,F,5487.0,768,11,0,10503,1462,,0.0,Sí,1
1352,59,M,13018.0,454,18,3,32287,7698,,0.0,No,0
1353,37,M,8750.0,506,11,4,20428,1865,,0.0,No,1
1354,27,M,10804.0,380,28,4,1210,4009,,0.0,Sí,0
1356,41,M,2300.0,706,1,1,35938,7973,,0.0,No,0
1357,51,M,11350.0,402,12,0,23857,7710,,0.0,Sí,1
1358,45,F,11463.0,539,4,3,18132,8663,,0.0,Sí,0
1359,44,F,7649.0,564,25,1,15558,3177,,0.0,No,0
1360,57,M,8181.0,332,8,1,49909,2865,,0.0,No,0
1361,18,F,9138.0,334,15,2,918,3197,,0.0,Sí,1
1362,50,F,3529.0,548,11,3,25695,2461,,0.0,Sí,1
1363,21,M,4260.0,349,29,4,8897,7782,,0.0,Sí,0
1364,24,F,1363.0,579,8,4,22438,3581,,0.0,Sí,0
1366,33,F,1845.0,836,3,4,44390,7994,,0.0,No,0
1367,22,F,,529,21,0,2861,120,,,Sí,1
1368,51,M,,587,4,4,34575,1775,,,No,0
1369,40,M,12354.0,694,27,0,25975,606,,0.0,Sí,1
1370,60,F,9583.0,752,12,2,2649,8129,,0.0,Sí,1
1372,42,F,6136.0,662,27,0,42580,819,,0.0,No,1
1373,68,M,8108.0,410,23,4,35210,783,,0.0,Sí,0
1374,30,F,11251.0,420,23,2,7639,1846,,0.0,No,0
1375,41,M,4237.0,315,10,2,2595,7560,,0.0,No,1
1376,28,F,,822,26,0,21521,391,,,Sí,0
1377,69,F,13433.0,397,23,2,45974,7880,,0.0,Sí,0
1378,68,F,10497.0,415,1,4,45132,1132,,0.0,Sí,1
1379,34,F,6668.0,770,13,2,4075,4445,,0.0,Sí,1
1380,54,F,7312.0,738,7,0,32241,5318,,0.0,No,0
1381,30,M,12086.0,580,20,4,9641,5562,,0.0,No,0
1382,44,M,11224.0,648,28,3,20326,4439,,0.0,Sí,0
1383,37,M,9956.0,531,3,0,34539,676,,0.0,No,0
1384,50,F,6465.0,410,29,3,36460,6251,,0.0,Sí,1
1386,49,M,12560.0,311,12,4,18735,3324,,0.0,Sí,0
1387,25,F,7062.0,787,29,2,42095,6168,,0.0,Sí,0
1388,46,F,14453.0,832,5,4,19156,6426,,0.0,No,0
1389,57,M,3944.0,584,18,1,33679,7730,,0.0,No,0
1390,36,M,8952.0,844,8,2,9007,2934,,0.0,No,0
1391,23,M,6856.0,691,12,2,42922,5033,,0.0,Sí,1
1392,61,M,12996.0,469,28,2,13377,6763,,0.0,No,0
1393,56,M,13405.0,376,25,0,1800,6086,,0.0,Sí,0
1395,58,M,8838.0,629,3,4,37901,839,,0.0,Sí,1
1396,38,F,7077.0,362,16,4,41529,2510,,0.0,Sí,1
1397,39,M,1135.0,569,10,0,969,4687,,0.0,No,0
1399,27,F,11063.0,489,17,2,15601,3043,,0.0,Sí,0
1400,27,F,5033.0,374,10,3,47456,1631,,0.0,Sí,1
1401,69,M,7700.0,809,3,1,36087,1405,,0.0,No,0
1402,46,M,5113.0,392,25,4,37473,7632,,0.0,No,0
1403,33,F,13204.0,352,2,0,39379,6115,,0.0,No,0
1404,18,M,,795,27,0,30655,6495,,,Sí,0
1405,34,M,9396.0,393,14,4,15259,2489,,0.0,No,0
1406,47,F,5594.0,528,9,3,387,4490,,0.0,No,0
1407,43,M,11563.0,549,27,4,46753,5,,0.0,Sí,1
1408,63,F,13882.0,690,17,0,40835,2581,,0.0,Sí,0
1409,36,F,1561.0,481,4,1,45814,8411,,0.0,No,0
1410,38,F,6400.0,566,28,3,2489,8203,,0.0,No,0
1411,34,F,8333.0,580,26,4,41475,2842,,0.0,Sí,1
1412,63,M,4314.0,382,29,1,2890,5504,,0.0,No,0
1413,57,F,4960.0,485,22,4,45100,6847,,0.0,Sí,1
1414,38,M,11718.0,830,15,3,34210,8649,,0.0,Sí,0
1415,58,M,3211.0,647,13,0,722,8358,,0.0,Sí,0
1416,57,M,3371.0,722,23,3,8947,7283,,0.0,Sí,1
1417,62,M,7974.0,753,19,2,35018,1973,,0.0,No,0
1418,66,F,13927.0,566,9,4,35354,2195,,0.0,Sí,1
1419,36,F,,806,4,1,41345,7574,,,Sí,1
1420,24,F,3806.0,441,21,1,22510,8143,,0.0,No,0
1421,34,F,12961.0,615,8,3,39541,7552,,0.0,No,1
1422,18,F,3255.0,531,28,3,11207,3828,,0.0,No,0
1423,54,M,13602.0,596,15,3,15073,5085,,0.0,Sí,0
1424,23,F,,321,14,1,12647,4737,,,Sí,0
1425,43,M,,683,3,0,8190,239,,,Sí,1
1426,19,M,10942.0,425,24,1,36855,9108,,0.0,No,0
1429,22,M,4159.0,771,8,2,26543,3238,,0.0,Sí,1
1431,48,F,2452.0,771,13,3,35806,8134,,0.0,No,0
1432,29,F,10435.0,375,15,1,42032,9420,,0.0,No,0
1433,52,M,3322.0,318,11,3,26876,8386,,0.0,Sí,0
1434,47,F,,683,27,1,14413,7338,,,No,1
1435,65,F,11219.0,489,15,4,768,5994,,0.0,No,1
1436,23,M,8097.0,659,12,1,27255,9617,,0.0,No,0
1437,32,F,2768.0,751,26,4,41946,2693,,0.0,No,0
1439,33,M,6185.0,471,22,1,5557,5402,,0.0,Sí,0
1442,61,M,11494.0,448,22,4,27620,3773,,0.0,Sí,0
1443,59,F,2169.0,309,15,1,18691,3647,,0.0,No,0
1444,63,F,5710.0,841,1,0,34157,7909,,0.0,No,0
1445,48,F,11624.0,354,12,3,39507,2866,,0.0,Sí,1
1446,51,M,,479,6,0,10773,686,,,No,0
1447,46,M,1386.0,680,1,1,10263,2067,,0.0,Sí,1
1448,20,F,3430.0,721,22,2,13386,5907,,0.0,No,0
1449,26,F,12540.0,750,19,4,22381,447,,0.0,No,1
1450,28,F,2405.0,392,22,3,42629,9958,,0.0,No,0
1451,28,M,1123.0,819,13,0,15258,9316,,0.0,No,0
1453,39,M,6909.0,693,17,1,48585,4160,,0.0,No,0
1454,59,F,12644.0,630,13,4,39021,2546,,0.0,No,0
1455,63,M,4896.0,732,9,3,39001,8267,,0.0,No,0
1456,26,M,10816.0,462,8,0,12324,7044,,0.0,Sí,1
1457,37,F,9066.0,339,15,0,27445,3775,,0.0,Sí,1
1458,38,M,10373.0,384,18,0,26162,9491,,0.0,Sí,0
1460,39,F,8039.0,783,21,4,32383,3534,,0.0,No,0
1461,46,F,13076.0,684,26,3,20786,2053,,0.0,Sí,0
1462,26,M,8715.0,492,2,0,10418,7112,,0.0,Sí,1
1463,22,M,4670.0,552,11,0,31259,1699,,0.0,No,0
1464,57,M,2141.0,543,1,3,48879,2518,,0.0,No,0
1465,28,F,11567.0,569,18,3,31651,9929,,0.0,No,0
1466,18,M,5031.0,318,21,3,14055,5568,,0.0,No,0
1467,59,M,9550.0,339,27,1,9123,6832,,0.0,No,0
1468,18,F,4742.0,815,26,3,39756,8561,,0.0,Sí,0
1469,56,F,3844.0,332,7,2,13755,3739,,0.0,No,1
1471,22,F,3211.0,838,17,3,48704,339,,0.0,No,0
1472,66,F,1972.0,618,16,1,34760,2862,,0.0,Sí,0
1473,39,M,1360.0,423,7,2,44666,613,,0.0,No,0
1474,43,M,3632.0,671,22,1,36827,1103,,0.0,No,0
1475,23,M,4190.0,650,7,1,23587,8984,,0.0,Sí,1
1476,49,F,5948.0,622,2,1,39661,6746,,0.0,Sí,1
1477,65,F,2624.0,787,5,1,11741,8258,,0.0,No,0
1478,28,F,13120.0,750,14,0,19528,4511,,0.0,Sí,0
1479,27,M,14899.0,652,8,4,48157,7312,,0.0,Sí,0
1480,64,F,2756.0,415,29,0,23266,5405,,0.0,No,0
1481,56,F,8818.0,312,12,2,23854,570,,0.0,Sí,0
1482,51,F,6119.0,619,7,0,15706,8731,,0.0,Sí,0
1483,48,M,7026.0,464,6,2,42494,5356,,0.0,No,0
1484,29,F,9432.0,384,13,3,15876,116,,0.0,Sí,0
1486,61,M,14453.0,731,12,0,19058,3031,,0.0,No,0
1487,33,F,7975.0,778,17,0,4548,3456,,0.0,No,1
1489,20,F,5318.0,656,1,0,14263,9826,,0.0,Sí,0
1490,19,M,6923.0,707,7,2,1552,8433,,0.0,Sí,0
1492,22,F,10497.0,478,6,4,13106,7807,,0.0,Sí,0
1493,28,M,1787.0,724,28,2,17776,7302,,0.0,No,1
1495,52,F,9747.0,742,3,1,26455,4881,,0.0,Sí,1
1496,52,M,11301.0,605,22,1,49011,4636,,0.0,No,0
1497,39,F,14134.0,666,3,1,41340,2534,,0.0,No,0
1498,54,M,7664.0,335,8,2,648,3809,,0.0,Sí,0
1499,39,F,14382.0,762,14,0,45301,8763,,0.0,Sí,0
1500,28,F,11841.0,445,23,1,28197,5605,,0.0,No,0
1501,49,F,10751.0,445,9,3,37428,7733,,0.0,Sí,0
1502,52,M,13427.0,679,5,1,11609,3641,,0.0,No,0
1503,48,M,8483.0,467,28,0,33588,656,,0.0,No,0
1504,62,F,2363.0,574,15,0,49623,3151,,0.0,No,0
1505,25,F,4959.0,386,17,4,26592,9140,,0.0,No,1
1506,37,F,9781.0,453,27,4,15920,4110,,0.0,Sí,1
1507,59,F,2749.0,796,10,1,49273,7207,,0.0,No,0
1508,51,M,7671.0,614,27,1,21829,306,,0.0,Sí,1
1509,21,M,1540.0,573,8,4,49058,8896,,0.0,No,0
1510,35,F,8634.0,561,18,1,7695,4492,,0.0,Sí,0
1511,68,M,,786,6,3,37644,8869,,,Sí,1
1513,37,M,11282.0,742,22,4,36984,4494,,0.0,Sí,0
1514,26,F,4935.0,561,4,4,2134,1396,,0.0,Sí,1
1516,43,M,4859.0,404,15,1,18683,4353,,0.0,No,0
1517,55,M,9050.0,649,10,4,31506,2162,,0.0,Sí,1
1518,42,F,10447.0,737,23,4,17767,7676,,0.0,Sí,0
1520,58,F,9199.0,642,22,1,4142,3148,,0.0,No,0
1521,62,M,2657.0,529,1,2,44622,827,,0.0,Sí,1
1522,58,M,,322,25,3,23028,2655,,,No,0
1524,36,F,5428.0,818,22,0,2472,8691,,0.0,No,0
1525,31,F,10448.0,552,9,4,15300,9253,,0.0,Sí,1
1526,38,F,8237.0,703,28,3,30549,7864,,0.0,No,1
1527,32,F,13142.0,432,26,2,13018,7525,,0.0,No,0
1528,20,F,2039.0,573,5,1,12398,5170,,0.0,No,0
1529,54,M,3116.0,531,11,0,25826,3496,,0.0,Sí,0
1530,67,M,9876.0,844,22,0,3110,6094,,0.0,No,0
1531,63,M,5018.0,378,22,4,41094,4222,,0.0,Sí,0
1532,33,F,14281.0,334,23,4,13606,9318,,0.0,No,0
1533,31,M,10989.0,794,25,2,8801,1989,,0.0,Sí,1
1534,26,F,8546.0,409,21,2,43994,6579,,0.0,No,1
1535,64,M,2824.0,620,21,0,22955,5504,,0.0,No,0
1536,24,M,4534.0,627,4,2,31811,4180,,0.0,Sí,1
1537,31,F,7670.0,683,26,4,3774,1382,,0.0,Sí,0
1538,23,M,14990.0,663,20,0,26822,4167,,0.0,No,0
1539,38,M,9254.0,531,16,0,258,3166,,0.0,No,0
1540,32,M,9452.0,713,28,1,6868,2635,,0.0,No,0
1542,25,M,4192.0,846,29,2,38512,9221,,0.0,No,0
1543,51,M,5953.0,473,18,2,30856,5209,,0.0,No,0
1544,57,M,14551.0,691,26,4,12092,9810,,0.0,No,0
1546,49,M,10322.0,592,2,1,16621,5382,,0.0,No,0
1547,66,F,5275.0,384,17,0,36123,3983,,0.0,Sí,0
1548,68,M,1354.0,500,10,3,7904,1405,,0.0,Sí,1
1549,22,F,6029.0,840,13,3,22985,7737,,0.0,No,1
1550,47,F,3774.0,596,15,2,1158,6200,,0.0,Sí,0
1552,37,F,1604.0,771,27,3,18134,6711,,0.0,No,1
1553,33,F,11420.0,315,8,1,16786,9739,,0.0,No,0
1554,24,M,9365.0,365,6,0,25397,1884,,0.0,No,0
1555,24,F,1353.0,771,4,4,10427,5172,,0.0,Sí,1
1556,67,M,12482.0,322,18,1,10494,2184,,0.0,Sí,0
1558,19,F,1433.0,714,3,1,26273,7003,,0.0,No,0
1559,64,F,12144.0,604,26,1,28504,8410,,0.0,Sí,0
1560,31,F,9450.0,476,4,3,14760,7430,,0.0,No,0
1561,48,M,1867.0,494,21,4,38302,4350,,0.0,No,0
1562,67,M,11798.0,312,13,1,5286,9003,,0.0,Sí,1
1563,58,M,12837.0,465,20,3,1613,8461,,0.0,Sí,0
1564,31,M,9787.0,449,11,2,45540,6367,,0.0,Sí,1
1565,22,M,6764.0,640,8,4,22963,4699,,0.0,No,0
1567,57,M,13623.0,466,14,2,38419,1733,,0.0,No,0
1568,22,F,11302.0,396,14,3,3552,2967,,0.0,Sí,1
1569,46,M,13056.0,703,16,1,44638,72,,0.0,No,0
1570,28,M,13331.0,376,14,3,23622,4993,,0.0,Sí,1
1571,22,M,11392.0,536,1,3,48829,6117,,0.0,Sí,1
1572,66,M,13189.0,590,2,3,4996,7885,,0.0,No,0
1573,49,F,13045.0,435,28,4,34232,5042,,0.0,Sí,1
1574,53,M,14141.0,666,20,2,39050,8061,,0.0,Sí,1
1575,32,F,4754.0,847,1,2,39013,630,,0.0,No,1
1576,36,F,5370.0,547,11,0,39379,5603,,0.0,Sí,0
1577,39,M,12621.0,513,6,1,31002,877,,0.0,Sí,1
1578,51,F,5521.0,369,15,3,35868,8948,,0.0,No,0
1579,34,F,8699.0,628,12,1,4113,4293,,0.0,Sí,1
1580,29,M,5578.0,315,5,2,26532,9642,,0.0,Sí,0
1581,42,F,9405.0,786,29,2,36861,2540,,0.0,No,1
1582,34,M,3126.0,473,23,3,8124,81,,0.0,Sí,0
1583,27,M,9330.0,573,12,4,21235,1331,,0.0,Sí,0
1584,45,F,14237.0,823,22,3,25262,9914,,0.0,No,0
1585,35,F,5193.0,518,14,3,42996,7955,,0.0,Sí,1
1587,35,F,1663.0,698,19,4,25619,9511,,0.0,Sí,1
1588,62,F,3832.0,410,5,1,21829,579,,0.0,No,0
1589,49,F,10265.0,763,3,4,9571,645,,0.0,Sí,0
1591,33,M,7371.0,750,18,3,40334,8499,,0.0,No,0
1592,67,M,,695,6,3,42001,233,,,No,0
1593,35,M,8624.0,778,9,3,34341,1034,,0.0,Sí,0
1595,34,F,6177.0,652,7,4,22104,5121,,0.0,No,1
1596,24,F,9353.0,538,21,3,42323,1735,,0.0,No,0
1597,29,M,8006.0,403,18,2,48277,4277,,0.0,No,0
1598,51,M,,328,2,2,41970,941,,,Sí,0
1599,27,M,4178.0,388,20,0,45771,349,,0.0,No,0
1600,22,F,6546.0,674,10,1,17640,1405,,0.0,Sí,0
1601,38,M,5490.0,696,12,2,17511,7464,,0.0,Sí,0
1602,20,M,5896.0,663,2,0,32699,1545,,0.0,Sí,1
1603,36,F,1185.0,446,28,4,44654,4320,,0.0,No,0
1604,62,M,5653.0,613,13,1,28892,9943,,0.0,No,0
1605,61,M,2980.0,847,29,3,1049,1746,,0.0,No,0
1606,52,M,5541.0,751,8,3,37951,7896,,0.0,No,0
1607,23,F,8808.0,805,26,4,2301,1354,,0.0,Sí,0
1608,31,M,13180.0,785,23,1,29497,7330,,0.0,Sí,0
1609,21,F,1829.0,400,7,2,49181,4288,,0.0,No,0
1610,62,F,4519.0,406,3,1,45065,9360,,0.0,Sí,0
1611,68,M,14560.0,590,23,0,44120,4766,,0.0,No,0
1614,52,F,12520.0,349,1,1,35966,2585,,0.0,No,1
1616,55,F,6909.0,627,1,2,46698,900,,0.0,Sí,0
1617,33,F,11677.0,376,12,0,42501,3341,,0.0,Sí,0
1618,37,M,13803.0,753,11,0,24889,7694,,0.0,No,0
1619,41,F,14888.0,609,16,1,2695,127,,0.0,Sí,0
1620,52,M,14234.0,626,4,3,6645,1675,,0.0,Sí,0
1622,68,M,14886.0,406,23,0,8149,5165,,0.0,No,0
1623,36,F,6774.0,540,29,0,15032,8425,,0.0,Sí,1
1624,21,M,14043.0,734,3,0,22243,583,,0.0,No,0
1625,50,M,3844.0,327,28,4,45915,1466,,0.0,No,0
1626,19,F,8347.0,548,4,3,43426,8694,,0.0,Sí,0
1627,30,F,3733.0,663,25,0,10433,6750,,0.0,Sí,0
1628,62,M,5420.0,832,18,3,24887,1155,,0.0,Sí,0
1629,47,M,4996.0,771,12,1,17379,9691,,0.0,Sí,0
1630,51,M,11862.0,838,24,1,6865,7960,,0.0,Sí,1
1632,68,F,10690.0,464,3,3,23880,355,,0.0,No,0
1633,41,F,2688.0,347,4,2,10715,1994,,0.0,Sí,1
1634,65,F,3447.0,783,6,4,2631,5156,,0.0,Sí,1
1635,61,M,1867.0,457,17,0,33031,6281,,0.0,No,0
1636,50,F,13504.0,450,8,1,40452,9637,,0.0,Sí,1
1637,58,F,7952.0,524,18,1,13830,7409,,0.0,Sí,1
1638,66,F,12200.0,559,16,2,24596,5364,,0.0,No,0
1639,27,F,12716.0,686,21,4,43484,3974,,0.0,No,1
1640,35,F,14288.0,555,6,3,29220,2504,,0.0,Sí,0
1641,36,M,7084.0,360,24,1,25772,2146,,0.0,No,0
1642,24,F,14219.0,695,19,0,37811,7669,,0.0,No,0
1643,36,M,11204.0,696,28,2,5116,7304,,0.0,No,0
1644,41,F,9431.0,461,25,2,16303,1210,,0.0,No,0
1645,32,F,6305.0,679,28,2,19517,6179,,0.0,Sí,1
1646,58,F,9239.0,742,21,0,1636,8821,,0.0,No,0
1647,59,F,5049.0,648,8,2,41590,4882,,0.0,Sí,0
1648,40,M,4457.0,330,4,3,26802,6824,,0.0,Sí,0
1649,69,M,12471.0,370,28,3,7811,6198,,0.0,No,0
1650,69,F,4228.0,696,9,4,15223,9686,,0.0,Sí,1
1651,21,M,2248.0,737,8,4,10581,1107,,0.0,No,0
1652,55,M,2167.0,301,21,3,20919,4986,,0.0,No,0
1653,21,F,4490.0,434,19,0,17482,3434,,0.0,No,0
1654,22,M,14162.0,445,1,4,49441,8023,,0.0,No,0
1655,58,M,2897.0,478,21,2,2604,2815,,0.0,Sí,1
1657,40,F,3179.0,610,4,1,28390,2035,,0.0,No,0
1658,57,M,13912.0,503,10,0,8463,6807,,0.0,No,0
1659,54,F,6955.0,329,26,0,36446,6973,,0.0,Sí,1
1661,28,F,13888.0,308,3,1,36236,8823,,0.0,No,0
1662,30,M,3720.0,623,12,0,12671,8996,,0.0,No,0
1663,31,F,11573.0,466,26,4,9476,5015,,0.0,No,0
1664,25,F,2943.0,636,9,1,4986,6897,,0.0,Sí,0
1665,42,M,12338.0,678,3,2,42622,3034,,0.0,No,0
1666,35,M,,541,4,4,28590,4480,,,No,0
1667,68,M,12675.0,459,6,1,15526,3412,,0.0,Sí,0
1668,61,M,8686.0,534,9,3,42001,4988,,0.0,No,0
1669,61,M,4696.0,752,26,0,6803,7130,,0.0,No,0
1670,35,F,3825.0,498,2,4,11905,3869,,0.0,Sí,0
1671,27,M,14936.0,776,2,3,2461,6099,,0.0,Sí,0
1672,24,F,11019.0,332,18,1,40713,791,,0.0,Sí,1
1673,67,M,9414.0,707,21,2,5673,3841,,0.0,Sí,1
1674,61,F,2746.0,388,22,0,10954,3356,,0.0,No,0
1676,32,M,7384.0,368,3,4,10420,4925,,0.0,Sí,1
1677,33,M,9325.0,593,18,3,46735,5074,,0.0,No,0
1678,19,M,12995.0,536,27,1,17327,6700,,0.0,Sí,0
1679,47,M,5486.0,459,6,1,29564,2094,,0.0,Sí,0
1680,47,M,1101.0,589,1,3,4156,6250,,0.0,Sí,0
1681,35,M,4723.0,832,25,0,12251,8807,,0.0,No,0
1682,48,F,3728.0,634,15,3,13520,5252,,0.0,Sí,1
1683,61,F,3545.0,801,11,1,16549,7003,,0.0,No,0
1684,65,F,3558.0,545,10,3,1905,4296,,0.0,Sí,0
1686,37,F,12233.0,628,14,4,16734,5269,,0.0,No,1
1687,66,M,11192.0,846,2,0,48188,9764,,0.0,Sí,0
1688,67,M,1948.0,638,13,2,26886,504,,0.0,No,0
1690,40,F,5936.0,409,12,3,5661,1861,,0.0,Sí,1
1691,59,M,3053.0,309,22,0,33699,3722,,0.0,No,0
1692,50,M,12197.0,501,5,0,3838,3683,,0.0,No,0
1693,55,M,1193.0,556,19,1,46960,403,,0.0,No,0
1694,52,M,9933.0,561,29,4,42073,4331,,0.0,No,0
1695,68,F,8304.0,729,3,0,10378,9811,,0.0,No,1
1696,53,F,13098.0,806,21,3,8058,2906,,0.0,No,0
1697,37,M,3959.0,365,20,1,1989,4728,,0.0,No,0
1698,20,M,13760.0,334,21,1,9577,7709,,0.0,No,0
1699,25,F,11455.0,790,2,3,19868,1569,,0.0,Sí,1
1700,57,F,9174.0,553,27,3,47963,139,,0.0,Sí,1
1701,49,F,12612.0,316,17,0,24270,4683,,0.0,No,0
1702,46,M,3923.0,560,21,0,33884,6730,,0.0,No,0
1703,24,F,12446.0,555,11,1,28527,5062,,0.0,Sí,0
1704,19,M,4239.0,723,1,1,42187,4665,,0.0,No,0
1705,38,M,4865.0,800,19,4,39730,2172,,0.0,No,1
1706,23,M,9229.0,585,8,1,38735,6079,,0.0,No,0
1707,45,F,10890.0,306,11,3,15981,3420,,0.0,Sí,0
1708,65,F,5566.0,796,8,3,27080,6277,,0.0,Sí,1
1709,59,M,7595.0,498,25,4,11797,1249,,0.0,Sí,0
1710,53,F,13218.0,717,17,2,26457,6064,,0.0,Sí,1
1711,49,M,6609.0,351,20,2,20917,2697,,0.0,No,0
1712,62,F,4213.0,542,6,3,8871,2753,,0.0,No,0
1713,59,M,6108.0,518,7,2,19053,4934,,0.0,Sí,0
1714,63,M,2783.0,817,21,2,25823,6465,,0.0,Sí,0
1716,28,F,9294.0,650,7,1,17514,7254,,0.0,No,0
1717,40,M,6830.0,365,11,1,17787,94,,0.0,Sí,1
1718,67,F,,309,10,2,38398,4291,,,Sí,1
1719,28,M,1041.0,501,8,0,31528,5780,,0.0,No,0
1720,66,M,12186.0,513,10,4,9522,5083,,0.0,No,0
1721,19,M,12410.0,367,22,2,5030,9867,,0.0,Sí,1
1722,20,M,,626,11,0,1381,8204,,,Sí,0
1723,28,M,12182.0,349,20,0,16753,2301,,0.0,No,0
1724,67,M,13480.0,316,17,4,5092,4083,,0.0,No,0
1725,52,M,12561.0,822,11,1,22084,6119,,0.0,Sí,1
1726,32,M,2061.0,605,16,3,14557,6224,,0.0,No,1
1727,60,F,11741.0,691,5,0,8567,372,,0.0,Sí,1
1728,28,F,10868.0,423,10,3,14616,4489,,0.0,Sí,1
1729,48,M,4689.0,803,26,3,19144,5851,,0.0,No,0
1730,45,M,8595.0,524,26,4,27866,6028,,0.0,Sí,1
1731,45,M,7807.0,617,20,1,34711,8609,,0.0,No,0
1732,49,F,4997.0,772,5,4,48743,816,,0.0,No,0
1733,42,M,1325.0,840,20,0,25386,9995,,0.0,Sí,0
1734,37,M,8205.0,657,9,1,21306,3612,,0.0,No,0
1735,45,M,2120.0,782,3,2,46901,7747,,0.0,No,0
1736,42,F,1107.0,728,3,1,23013,6350,,0.0,Sí,0
1737,28,F,11870.0,796,10,4,29006,7439,,0.0,Sí,1
1738,36,F,7294.0,771,7,4,6885,1332,,0.0,No,0
1739,45,M,6193.0,599,2,3,41369,6361,,0.0,Sí,0
1741,22,F,9526.0,676,8,1,37564,3525,,0.0,No,0
1742,27,M,3039.0,612,12,2,14045,1796,,0.0,No,0
1743,59,F,1803.0,619,22,3,25674,3059,,0.0,Sí,0
1744,63,F,11040.0,503,29,2,18780,2177,,0.0,No,1
1745,51,M,1766.0,654,9,2,25550,2050,,0.0,Sí,1
1746,53,M,14565.0,593,11,1,24235,1989,,0.0,Sí,0
1747,19,M,14696.0,803,19,2,12841,7518,,0.0,Sí,1
1749,30,F,3306.0,838,23,0,47184,5809,,0.0,No,1
1751,22,F,2488.0,338,13,4,40021,8457,,0.0,No,0
1752,37,F,,429,1,0,21223,9114,,,No,0
1753,19,F,12758.0,414,1,1,43184,8725,,0.0,No,0
1756,49,F,,515,13,0,24714,2051,,,Sí,1
1757,49,M,7834.0,714,6,4,44133,2920,,0.0,No,0
1758,67,M,6735.0,564,3,1,46901,4845,,0.0,Sí,1
1759,55,F,12804.0,739,16,4,21021,4167,,0.0,No,0
1760,45,F,5834.0,680,10,1,43201,6231,,0.0,No,0
1761,27,M,14777.0,600,7,1,23013,4623,,0.0,Sí,0
1762,39,M,11983.0,470,22,3,17721,9077,,0.0,Sí,1
1764,39,F,7990.0,654,3,0,14008,6139,,0.0,No,1
1766,36,F,4983.0,325,16,4,19061,3795,,0.0,No,0
1767,34,F,4768.0,382,4,3,32840,3410,,0.0,Sí,1
1769,53,F,7793.0,369,13,2,15089,6269,,0.0,No,1
1770,49,F,3450.0,305,27,3,49114,562,,0.0,Sí,1
1771,63,M,12236.0,494,27,1,10237,6092,,0.0,No,0
1772,69,F,3033.0,824,1,0,11694,6992,,0.0,No,0
1773,53,F,9002.0,362,25,4,20936,7008,,0.0,Sí,0
1774,45,M,10891.0,312,5,3,36269,7796,,0.0,Sí,0
1775,31,M,7019.0,504,18,2,10468,5659,,0.0,No,0
1776,53,F,14898.0,339,12,4,18461,6084,,0.0,Sí,1
1777,23,F,11472.0,464,11,1,9840,2971,,0.0,No,0
1778,26,M,2307.0,330,9,4,8526,344,,0.0,No,0
1780,29,F,13030.0,697,7,1,11063,7124,,0.0,Sí,0
1782,48,M,11248.0,522,24,0,14744,2716,,0.0,Sí,1
1783,57,F,14002.0,377,29,2,13064,9864,,0.0,Sí,0
1784,21,F,11618.0,727,3,4,21740,5660,,0.0,Sí,0
1785,48,M,12866.0,724,16,0,13589,7232,,0.0,No,0
1786,44,F,11620.0,686,7,0,932,4893,,0.0,No,0
1787,42,F,5939.0,538,27,3,17019,1119,,0.0,No,0
1789,23,F,9551.0,684,6,4,17574,742,,0.0,Sí,0
1790,22,M,3223.0,438,26,1,48312,5001,,0.0,Sí,1
1791,68,M,1484.0,823,6,2,5508,5303,,0.0,No,0
1792,44,F,2428.0,543,27,2,32779,7330,,0.0,Sí,0
1793,25,F,3080.0,804,10,4,44962,782,,0.0,Sí,0
1794,26,F,14776.0,721,12,2,30888,96,,0.0,Sí,1
1795,32,F,1695.0,481,22,4,45886,8778,,0.0,No,1
1796,53,M,7300.0,494,19,0,26025,6661,,0.0,No,0
1797,58,M,5660.0,352,6,2,8060,4911,,0.0,No,0
1798,24,M,1201.0,478,14,2,33216,2238,,0.0,Sí,0
1801,64,F,10459.0,358,9,1,5885,2488,,0.0,No,1
1802,68,M,12162.0,353,23,2,426,3793,,0.0,No,0
1803,32,M,14757.0,544,29,3,39867,7817,,0.0,Sí,0
1804,54,M,9265.0,448,20,4,25491,2837,,0.0,Sí,0
1805,36,M,9287.0,667,19,3,19553,2386,,0.0,No,0
1806,56,M,13460.0,315,22,0,12918,7396,,0.0,No,0
1807,23,F,4477.0,475,15,0,12513,1841,,0.0,Sí,1
1809,45,F,8490.0,705,19,0,44695,5366,,0.0,No,0
1810,34,M,9449.0,766,8,3,30171,8064,,0.0,No,0
1811,59,F,,428,22,1,2250,4769,,,No,0
1813,48,M,5425.0,543,5,0,2681,316,,0.0,Sí,0
1814,28,M,6350.0,725,19,3,17785,7453,,0.0,Sí,1
1816,27,F,8163.0,625,18,3,39529,5069,,0.0,No,0
1817,60,M,13448.0,302,25,0,48901,203,,0.0,Sí,1
1818,40,F,1185.0,778,29,3,17427,7895,,0.0,No,1
1819,20,F,9070.0,380,19,4,21747,6567,,0.0,Sí,0
1820,20,M,9334.0,343,6,3,13555,7460,,0.0,No,0
1821,35,F,12545.0,454,5,4,27594,3775,,0.0,No,0
